T,phi_observed,phi_theory,phi_analytical,difference
0.025,0.9877,0.987576652218983,0.9875781219484807,0.0001233477810169692
0.075,0.9637,0.9631899869556144,0.9632028779812717,0.0005100130443855821
0.125,0.9399,0.9394163669474257,0.9394512213675874,0.0004836330525742616
0.175,0.9169,0.9162544113444329,0.9163208256456926,0.0006455886555671864
0.225,0.8946,0.8937016214593768,0.8938082281289366,0.0008983785406231348
0.275,0.8726,0.8717544009899708,0.871908861661121,0.0008455990100292299
0.325,0.8517,0.8504080860580943,0.8506170958976066,0.0012919139419057535
0.375,0.831,0.8296569844762659,0.8299262872562316,0.001343015523734059
0.425,0.8108,0.8094944234688215,0.8098288365296168,0.001305576531178465
0.475,0.7916,0.789912804919584,0.7903162530335857,0.0016871950804159264
0.525,0.7728,0.7709036670943729,0.7713792240876107,0.001896332905627185
0.575,0.754,0.7524577516986736,0.753007688582838,0.001542248301326432
0.625,0.7367,0.7345650750794633,0.7351909133900132,0.002134924920536685
0.675,0.7194,0.7172150023651521,0.7179175713905847,0.0021849976348479183
0.725,0.7018,0.7003963233567778,0.7011758199752403,0.0014036766432221626
0.775,0.6868,0.6840973290334907,0.6849533789400823,0.002702670966509224
0.825,0.6635,0.6683058876115177,0.6692376068159968,-0.0048058876115176785
0.875,0.6185,0.6530095191929076,0.6540155747858112,-0.03450951919290757
0.925,0.5125,0.6381954681530416,0.6392741374710155,-0.12569546815304167
0.975,0.3645,0.6238507725384363,0.625,-0.25935077253843636
1.025,0.1641,0.6099623298736633,0.6111797808984551,-0.44586232987366325
1.075,0.0318,0.5965169589034836,0.597800070465954,-0.5647169589034835
1.125,0.0018,0.583501456919483,0.5848474844178637,-0.5817014569194829
1.175,0.0016,0.5709026524363736,0.5723087126763621,-0.5693026524363736
1.225,0.0023,0.5587074530891447,0.5601705632870639,-0.5564074530891447
1.275,-0.0005,0.5469028887167993,0.5484200015178089,-0.5474028887167992
1.325,0.0003,0.5354761496803864,0.5370441842633392,-0.5351761496803864
1.375,-0.0008,0.5244146205322208,0.526030489934225,-0.5252146205322208
1.425,0.002,0.5137059092095967,0.5153665440511034,-0.5117059092095967
1.475,-0.0011,0.5033378719706454,0.5050402407970536,-0.5044378719706454
1.525,-0.0003,0.4932986343230571,0.49503976080281453,-0.4935986343230571
1.575,-0.0003,0.4835766082193102,0.48535358545278096,-0.4838766082193102
1.625,0.0008,0.4741605058060587,0.475970508005519,-0.47336050580605865
1.675,-0.0006,0.4650393500216077,0.46687964182211916,-0.46563935002160767
1.725,0.0011,0.45620248233528155,0.4580704259902233,-0.45510248233528156
1.775,-0.0018,0.4476395679170768,0.44953262862205423,-0.44943956791707684
1.825,0.0004,0.4393405985164421,0.4412563480922259,-0.43894059851644207
1.875,0.0,0.43129589331630114,0.4332320124663318,-0.43129589331630114
1.925,0.0008,0.4234960980134271,0.42545037735504077,-0.42269609801342706
1.975,-0.0011,0.4159321823597291,0.417902522411284,-0.4170321823597291
